Family,Instance Name,with-VBGS,,,without-VBGS,,
misc,nopss-11k,11612,11611,11611,11661,11661,11661
misc,NotreDame-actors,726576,726243,683514,726575,688406,679204
misc,NotreDame-www,267835,264980,264352,267905,264832,264705
misc,ns3Da,33897,33792,33792,33898,33891,33891
misc,nsct,74315,74222,74143,74317,74316,74316
misc,nsir,21416,21266,21265,21485,21485,21485
misc,nug08-3rd,91799,82508,77637,87951,83434,83434
misc,nw14,125418,125417,125417,125423,125423,125423
misc,obstclae,42666,42655,42655,42711,42711,42711
misc,ODLIS,6296,6291,6291,6653,6653,6653
misc,offshore,300780,289389,286636,288399,287720,286802
misc,oilpan,83608,83349,83300,83622,83419,83419
misc,olafu,22372,22320,22320,22856,22620,22620
misc,olesnik0,93924,93610,93528,94113,94093,94093
misc,olm5000,5116,5116,5116,5116,5116,5116
misc,onera-dual,93778,93461,93330,93802,93718,93718
misc,onetone1,51426,51335,51335,51434,51434,51434
misc,onetone2,42593,42423,42423,42905,42905,42905
misc,OPF-10000,44945,44941,44941,44945,44945,44945
misc,OPF-3754,16150,16150,16150,16158,16158,16158
misc,OPF-6000,30963,30963,30956,30973,30973,30973
misc,opsahl-openflights,4856,4856,4856,4997,4997,4997
misc,opsahl-ucsocial,5793,5793,5793,6058,6058,6058
misc,opsahl-usairport,4207,4206,4206,4392,4392,4392
misc,opt1,26028,25925,25925,26047,26007,26007
misc,orani678,8540,8495,8495,8666,8666,8666
misc,Oregon-1,13097,12960,12935,13299,13299,13299
misc,Oregon-2,14155,13968,13941,14439,14439,14439
misc,orsreg-1,3358,3358,3358,3409,3409,3409
misc,p010,33996,33898,33881,34062,34062,34062
misc,p05,18225,18167,18147,18296,18296,18296
misc,p2p-Gnutella04,28157,26528,25730,28830,28830,28830
misc,p2p-Gnutella05,22321,21032,20669,22998,22998,22998
misc,p2p-Gnutella06,21978,20720,20071,22736,22736,22736
misc,p2p-Gnutella08,13946,13296,13146,14592,14592,14592
misc,p2p-Gnutella09,17908,17002,16612,18667,18667,18667
misc,p2p-Gnutella24,52728,51119,48588,52426,52414,52414
misc,p2p-Gnutella25,44039,42539,40451,44095,44095,44095
misc,p2p-Gnutella30,69719,68704,65877,70076,70071,70071
misc,p2p-Gnutella31,117747,116225,112843,118072,116634,116634
misc,p6000,10158,10158,10158,10158,10158,10158
misc,para-10,12761,12735,12704,12818,12818,12818
misc,para-4,94564,91245,90972,91023,90777,90777
misc,para-5,12608,12591,12591,12659,12659,12659
misc,para-6,12652,12621,12612,12629,12629,12629
misc,para-7,12615,12593,12591,12656,12656,12656
misc,para-8,12832,12795,12778,12896,12896,12896
misc,para-9,12704,12667,12662,12755,12755,12755
misc,parabolic-fem,538467,536477,536300,538477,536600,536380
misc,patents-main,297418,285736,283313,287371,285736,283781
misc,pcb1000,5771,5771,5771,5950,5950,5950
misc,pcb3000,14191,14097,14097,14058,14058,14058
misc,pcrystk02,24299,23948,23948,24618,24599,24599
misc,pcrystk03,39497,38318,38306,39500,38885,38885
misc,pct20stif,63266,63004,62958,63291,63109,63109
misc,Pd,5525,5525,5525,5530,5530,5530
misc,pdb1HYS,54861,54509,54354,54861,54651,54651
misc,pde2961,3620,3620,3620,3661,3661,3661
misc,pds10,24034,23901,23850,24130,24130,24130
misc,pds-100,702884,702188,701943,702372,702164,702076
misc,pds-30,224767,224544,224335,224789,224657,224657
misc,pds-40,304655,304014,303664,304655,304070,304070
misc,pds-50,382265,381664,381307,382265,381725,381725
misc,pds-60,461476,460898,460645,461476,460893,460893
misc,pds-70,533007,532458,532220,533007,532420,532400
misc,pds-80,593431,592754,592496,593431,592760,592714
misc,pds-90,649510,648823,648519,649510,648830,648830
misc,pesa,12917,12917,12917,12967,12967,12967
misc,petster-carnivore,1249865,1249865,1247541,1249863,1249842,1247523
misc,petster-friendships-cat,371508,371425,337818,371504,371425,338951
misc,petster-friendships-dog,1060558,1060558,1002593,1060532,1060532,1004366
misc,pf2177,22330,22156,22097,22529,22529,22529
misc,pfinan512,78776,78528,78522,78774,78772,78772
misc,pgp2,17544,17544,17544,17544,17544,17544
misc,PGPgiantcompo,11887,11804,11769,11973,11973,11973
misc,photogrammetry,3381,3381,3381,3389,3389,3389
misc,photogrammetry2,8811,8811,8811,8875,8875,8875
misc,pics-ti,653025,652559,630968,652818,651103,643844
misc,pics-ui,599289,598996,596266,599288,598475,596454
misc,pics-ut,137212,137068,136378,137235,137108,137108
misc,piston,3590,3590,3590,3608,3608,3608
misc,pkustk01,27833,27674,27672,27764,27764,27764
misc,pkustk02,15920,15911,15911,15994,15994,15994
misc,pkustk03,71958,71730,71724,71958,71844,71844
misc,pkustk04,72592,68347,68239,68931,68478,68478
misc,pkustk05,48770,48320,48246,48743,48575,48575
misc,pkustk06,55772,55428,55428,55728,55608,55608
misc,pkustk07,31968,31851,31851,31873,31872,31872
misc,pkustk08,40591,40589,40589,40593,40592,40592
misc,pkustk09,41187,41107,41106,41174,41155,41155
misc,pkustk10,94536,93997,93907,94536,94122,94122
misc,plat1919,3042,3042,3042,3112,3112,3112
misc,plbuckle,2370,2370,2370,2401,2401,2401
misc,pli,41617,40675,40647,44062,42326,42326
misc,plsk1919,2380,2380,2380,2399,2399,2399
misc,pltexpa,101199,101107,100970,101208,101208,101208
misc,poisson3Da,20044,20005,20005,20156,20156,20156
misc,poisson3Db,109939,104643,104151,106156,104641,104300
misc,poli3,18003,17915,17892,18050,18050,18050
misc,poli4,35235,35146,35083,35266,35266,35266
misc,poli-large,16007,15976,15969,16046,16046,16046
misc,pores-2,2275,2275,2275,2333,2333,2333
misc,powersim,16185,16180,16180,16203,16203,16203
misc,pre2,363406,362713,362339,363404,362598,362569
misc,Pres-Poisson,20598,20568,20511,20646,20646,20646
misc,primagaz,12831,12831,12831,12831,12831,12831
misc,psmigr-1,24749,24748,24748,24750,24750,24750
misc,psmigr-2,24819,24819,24819,24818,24816,24816
misc,psmigr-3,24783,24779,24779,24785,24784,24784
misc,psse0,38883,38845,38845,38929,38929,38929
misc,psse1,26322,26321,26319,26347,26347,26347
misc,psse2,40778,40682,40680,40806,40806,40806
misc,pwt,39954,39933,39931,40017,40017,40017
misc,qa8fk,90506,84893,84379,87037,84952,84952
misc,qa8fm,90567,84817,84359,87037,84926,84926
misc,qc2534,9063,9023,8988,9180,9180,9180
misc,qpband,20000,20000,20000,20000,20000,20000
misc,r05,20192,20141,20093,20237,20237,20237
misc,radfr1,2977,2949,2947,3095,3095,3095
misc,raefsky1,8762,8762,8762,8776,8776,8776
misc,raefsky2,8898,8898,8898,8980,8980,8980
misc,raefsky3,28399,28370,28367,28533,28370,28370
misc,raefsky4,31009,30679,30679,31963,31913,31913
misc,raefsky5,10137,10137,10137,10169,10169,10169
misc,raefsky6,8210,8210,8210,8210,8210,8210
misc,rail-1357,1769,1769,1769,1795,1795,1795
misc,rail-20209,21861,21855,21855,21863,21863,21863
misc,rail2586,99638,99099,98585,99715,99679,99679
misc,rail507,72698,72527,72454,72726,72640,72640
misc,rail516,57066,57037,57022,57106,57090,57090
misc,rail-5177,5986,5986,5986,6029,6029,6029
misc,rail582,66157,66098,66098,66165,66159,66159
misc,rail-79841,83146,83127,83111,83161,83161,83161
misc,Raj1,268861,268367,268322,268861,268416,268416
misc,rajat01,7347,7347,7347,7358,7358,7358
misc,rajat03,8425,8425,8425,8445,8445,8445
misc,rajat04,1559,1559,1559,1579,1579,1579
misc,rajat06,11908,11908,11908,11924,11924,11924
misc,rajat07,16004,16004,16004,16024,16024,16024
misc,rajat08,20642,20639,20639,20664,20664,20664
misc,rajat09,25988,25987,25987,26003,26003,26003
misc,rajat10,31921,31915,31915,31957,31957,31957
misc,rajat12,2273,2273,2273,2280,2280,2280
misc,rajat13,8013,8013,8013,8020,8020,8020
misc,rajat15,40717,40518,40513,40706,40706,40706
misc,rajat16,100284,100214,100179,100298,100289,100289
misc,rajat17,100310,100212,100189,100281,100281,100281
misc,rajat18,98607,98554,98511,98623,98608,98608
misc,rajat20,92884,92807,92751,92878,92878,92878
misc,rajat21,418114,416679,416630,416827,416694,416694
misc,rajat22,40463,40453,40453,40471,40471,40471
misc,rajat23,111371,111360,111346,111373,111373,111373
misc,rajat24,365087,365052,365023,365081,365059,365059
misc,rajat25,93408,93339,93307,93399,93391,93391
misc,rajat26,51761,51758,51751,51767,51767,51767
misc,rajat27,21301,21290,21271,21316,21316,21316
misc,rajat28,93402,93344,93317,93420,93420,93420
misc,rajat29,495514,483575,482823,492141,482324,482266
misc,rajat30,45815,45742,45742,45838,45838,45838
misc,ramage02,35097,34884,34882,35097,35097,35097
misc,rat,25311,24266,23911,25330,25330,25330
misc,rdb3200l,4198,4198,4198,4215,4215,4215
misc,rdb5000,6225,6225,6225,6283,6283,6283
misc,rdist1,9538,9460,9394,9670,9670,9670
misc,rdist2,7658,7575,7519,7749,7749,7749
misc,rdist3a,6115,6044,6005,6251,6251,6251
misc,reactome,11344,11252,11252,11541,11541,11541
misc,rel7,20948,20825,20825,21508,21508,21508
misc,rel8,338655,334177,330314,338655,337103,331172
misc,relat7,29507,29504,29504,29748,29748,29748
misc,relat7b,29500,29491,29491,29722,29722,29722
misc,relat8,465282,464877,462206,465282,465063,465059
misc,Reuters911,36711,36490,36490,36783,36783,36783
misc,RFdevice,186162,180786,172142,185748,180786,176838
misc,rgg-n-2-15-s0,34372,34330,34330,34501,34501,34501
misc,rgg-n-2-16-s0,68072,67913,67910,68061,67996,67996
misc,rgg-n-2-17-s0,135878,134974,134867,135332,135146,135146
misc,rgg-n-2-18-s0,270087,268524,268082,270087,268503,268480
misc,rim,27122,27094,27094,27048,27048,27048
misc,rlfddd,78235,77890,77514,78299,78299,78299
misc,rlfdual,97035,96942,96753,97041,97017,97017
misc,rlfprim,135455,135352,135168,135463,135439,135439
misc,rma10,52915,52827,52827,52888,52697,52697
misc,roadNet-PA,1092897,1092231,1092180,1092392,1092267,1092194
misc,roadNet-TX,1383692,1383253,1383189,1383494,1383408,1383204
misc,rosen1,3080,3080,3080,3080,3080,3080
misc,rosen10,8736,8735,8735,8736,8736,8736
misc,rosen2,4616,4616,4616,4616,4616,4616
misc,route,71133,71129,71129,71140,71140,71140
misc,rw5151,6225,6225,6225,6286,6286,6286
misc,s1rmq4m1,8925,8911,8911,9076,9076,9076
misc,s1rmt3m1,8237,8237,8237,8302,8302,8302
misc,s2rmq4m1,8969,8969,8969,8983,8983,8983
misc,s2rmt3m1,8145,8145,8145,8396,8396,8396
misc,s3dkq4m2,103061,102725,102707,103049,102779,102779
misc,s3dkt3m2,100955,100889,100889,100961,100889,100889
misc,s3rmq4m1,8923,8919,8919,8993,8993,8993
misc,s3rmt3m1,8183,8183,8183,8204,8204,8204
misc,s3rmt3m3,7789,7789,7789,7839,7839,7839
misc,s4dkt3m2,100961,100895,100895,100937,100883,100883
misc,saylr4,5066,5066,5066,5117,5117,5117
misc,sc205-2r,98172,98141,98119,98254,98254,98254
misc,scagr7-2b,24062,24060,24054,24076,24076,24076
misc,scagr7-2r,79926,79926,79926,79926,79926,79926
misc,scfxm1-2b,53478,53469,53465,53494,53494,53494
misc,scfxm1-2r,106349,106348,106337,106350,106350,106350
misc,scircuit,172850,172747,172715,172858,172801,172801
misc,scrs8-2r,43491,43468,43464,43512,43512,43512
misc,scsd8-2b,43870,43870,43870,43870,43870,43870
misc,scsd8-2c,43868,43868,43868,43868,43868,43868
misc,scsd8-2r,72300,72282,72265,72326,72326,72326
misc,sctap1-2b,51496,51496,51496,51429,51429,51429
misc,sctap1-2c,12081,12055,12055,12198,12198,12198
misc,sctap1-2r,94577,94577,94577,94579,94579,94579
misc,se,40290,40256,40179,40320,40320,40320
misc,seymourl,14659,14530,14343,14730,14730,14730
misc,sgpf5y6,564843,564210,564051,564843,564370,564370
misc,shallow-water1,85254,85246,85246,85274,85274,85274
misc,shallow-water2,85261,85259,85256,85268,85268,85268
misc,shar-te2-b1,20410,20409,20408,20439,20439,20439
misc,shar-te2-b2,305398,301898,300262,302682,301713,301233
misc,shar-te2-b3,491773,491773,476470,491773,484892,476855
misc,sherman2,2706,2706,2706,2737,2737,2737
misc,sherman3,4112,4112,4112,4167,4167,4167
misc,sherman5,3024,3024,3023,3043,3043,3043
misc,shermanACa,5018,4999,4999,5224,5224,5224
misc,shermanACb,22278,22024,21999,22363,22363,22363
misc,shermanACd,8737,8713,8713,8982,8982,8982
misc,ship-001,51919,51841,51795,51919,51919,51919
misc,shipsec5,42324,42249,42246,42236,42224,42224
misc,shock-9,38800,38759,38739,38849,38849,38849
misc,shuttle-eddy,12419,12412,12412,12476,12476,12476
misc,shyy161,80391,80333,80331,80409,80409,80409
misc,shyy41,5643,5643,5643,5670,5670,5670
misc,Si10H16,45702,44873,44241,45695,45310,45310
misc,Si5H12,51643,50369,49713,51794,50931,50931
misc,Sieber,2524,2524,2524,2524,2524,2524
misc,SiH4,12995,12901,12872,13232,13232,13232
misc,SiNa,14953,14736,14720,15143,15143,15143
misc,sinc12,32471,31364,30336,32538,32487,32487
misc,sinc15,51132,49810,47667,51039,50469,50469
misc,sinc18,72720,71989,69410,73722,72307,72307
misc,SiO,83559,83298,82685,83566,82588,82487
misc,sit100,12155,12153,12153,12414,12414,12414
misc,skirt,14876,14873,14787,15004,15004,15004
misc,slashdot-threads,78653,77955,77199,78547,78352,78352
misc,slashdot-zoo,175394,175256,175222,175394,175290,175290
misc,slptsk,13618,12525,12100,13825,13825,13825
misc,sme3Da,19827,19821,19821,19845,19842,19842
misc,sme3Db,42363,40565,40565,40942,40492,40492
misc,smt,43422,43068,43017,43342,43206,43206
misc,soc-Epinions1,131042,130881,130870,131035,130918,130918
misc,soc-sign-epinions,213876,213546,213434,213876,213775,213605
misc,soc-sign-Slashdot081106,173131,172998,172968,173142,173063,173063
misc,soc-sign-Slashdot090216,181827,181410,181406,181848,181677,181677
misc,soc-sign-Slashdot090221,182473,182283,182189,182493,182313,182313
misc,soc-Slashdot0811,173952,173711,173653,173978,173749,173749
misc,soc-Slashdot0902,182848,182562,182537,182850,182639,182639
misc,south31,55429,55414,55412,55449,55449,55449
misc,sparsine,127688,118741,115779,123832,118539,117680
misc,spiral,2445,2435,2435,2479,2479,2479
misc,spmsrtls,30184,30184,30184,30184,30184,30184
misc,srb1,65694,65418,65418,65706,65526,65526
misc,stackexchange-stackoverflow,823304,823304,812539,823304,823304,811638
misc,Stanford,332322,319575,300268,310132,309463,300947
misc,Stanford-Berkeley,39048,38836,38792,38859,38859,38859
misc,stat96v1,204736,204719,204698,204734,204732,204732
misc,stat96v4,67432,67432,67432,67432,67432,67432
misc,stat96v5,79015,79009,79005,79032,79032,79032
misc,std1-Jac2,74898,69030,67280,69872,68615,68467
misc,std1-Jac2-db,22969,22968,22968,22959,22953,22953
misc,std1-Jac3,77411,72807,70921,74433,72656,72218
misc,std1-Jac3-db,22379,22348,22348,22392,22390,22390
misc,stoch-aircraft,11482,11482,11482,11500,11500,11500
misc,stokes128,54752,54354,54292,54612,54612,54612
misc,stokes64,14963,14957,14838,15046,15046,15046
misc,stokes64s,14946,14900,14829,15032,15032,15032
misc,stomach,17991,17919,17897,18097,18097,18097
misc,stormg2-125,243242,242565,242477,242628,242567,242567
misc,stormg2-27,54218,54139,54046,54238,54238,54238
misc,stormg2-8,17151,17070,17036,17346,17346,17346
misc,struct3,59628,59449,59432,59641,59498,59498
misc,struct4,11554,11554,11549,11654,11654,11654
misc,sts4098,6077,6077,6077,6158,6158,6158
misc,stufe-10,25773,25747,25747,25828,25828,25828
misc,subelj-cora,32749,31819,31518,32542,32542,32542
misc,subelj-jdk,9603,9542,9542,10313,10313,10313
misc,subelj-jung-j,9377,9219,9189,9763,9763,9763
misc,swang1,3899,3899,3899,3932,3932,3932
misc,swang2,3903,3903,3903,3950,3950,3950
misc,t0331-4l,60274,59889,59716,60220,60098,60098
misc,t2dah,13699,13689,13681,13774,13774,13774
misc,t2dah-a,13691,13685,13683,13773,13773,13773
misc,t2dah-e,13685,13681,13681,13861,13861,13861
misc,t2dal,5395,5395,5395,5454,5454,5454
misc,t2dal-a,5394,5394,5394,5455,5455,5455
misc,t2dal-bci,5392,5392,5392,5453,5453,5453
misc,t2d-q4,11491,11491,11489,11569,11569,11569
misc,t2d-q9,11492,11492,11491,11605,11605,11605
misc,t3dh,115646,106705,106543,113279,111559,110423
misc,t3dh-a,116308,106692,106570,113279,106741,106741
misc,t3dh-e,119972,106699,106634,113279,106708,106708
misc,t3dl,29743,29576,29568,29743,29736,29736
misc,t3dl-a,29785,29548,29548,30234,30125,30125
misc,t520,8823,8823,8821,8851,8851,8851
misc,t60k,62392,62390,62390,62404,62404,62404
misc,tandem-dual,102516,102249,102140,102578,102473,102473
misc,tandem-vtx,23667,23619,23619,23725,23725,23725
misc,tech-arenas-pgp,11899,11836,11797,11977,11977,11977
misc,tech-as-22july06,26525,26149,25892,26696,26696,26696
misc,tech-as-caida,30239,29889,29676,30287,30287,30287
misc,tech-as-caida20071105,30284,29964,29778,30399,30399,30399
misc,tech-as-skitter,2126145,2116783,1901731,2126202,2126143,1904088
misc,ted-A,14116,14116,14116,14148,14148,14148
misc,ted-AB,14487,14487,14487,14509,14509,14509
misc,ted-AB-unscaled,14489,14489,14489,14509,14509,14509
misc,ted-A-unscaled,14115,14115,14115,14147,14147,14147
misc,ted-B,6804,6804,6804,6810,6810,6810
misc,ted-B-unscaled,6804,6804,6804,6810,6810,6810
misc,testbig,49493,49366,49365,49444,49444,49444
misc,TF14,14470,14282,14166,14862,14862,14862
misc,TF15,35246,34286,33895,35524,35524,35524
misc,TF16,90886,84884,83118,86934,85327,85327
misc,TF17,224909,213494,208948,215548,213624,211468
misc,TF18,554826,554826,522985,531386,531386,524283
misc,thermal,4943,4943,4943,5192,5192,5192
misc,thermal1,86307,86120,86114,86299,86251,86251
misc,thermomech-dM,211735,209950,209815,211677,210004,210004
misc,thermomech-TC,106543,106311,106297,106623,106444,106444
misc,thermomech-TK,106574,106320,106301,106547,106463,106463
misc,thread,53880,53775,53768,53880,53850,53850
misc,tomographic1,123109,121467,121124,122232,121601,121601
misc,torsion1,42625,42587,42542,42707,42707,42707
misc,torso2,122105,120935,120934,121290,121025,121025
misc,trans4,118843,118843,118843,118843,118843,118843
misc,trans5,118843,118843,118843,118843,118843,118843
misc,transient,183736,183697,183693,183736,183732,183732
misc,trdheim,27792,27664,27664,27643,27592,27592
misc,Trec11,6071,6065,6026,6214,6214,6214
misc,Trec12,14931,14832,14741,15035,15035,15035
misc,Trec13,37267,36755,36599,37336,36935,36935
misc,Trec14,98503,91578,89957,92028,91405,91156
misc,Trefethen-2000,5326,5326,5326,5448,5448,5448
misc,Trefethen-20000,44251,43650,43650,44095,43795,43795
misc,Trefethen-20000b,44909,44330,44307,45098,44734,44734
misc,TS,4212,4212,4212,4262,4262,4262
misc,TSC-OPF-1047,22404,22149,22066,22422,22212,22212
misc,TSC-OPF-300,15125,15123,15123,15105,15105,15105
misc,TSOPF-FS-b162-c1,19744,19360,19348,19813,19776,19776
misc,TSOPF-FS-b162-c3,38114,37403,37400,38209,37529,37529
misc,TSOPF-FS-b162-c4,48315,47188,47182,48513,47447,47447
misc,TSOPF-FS-b300,55576,55214,54617,55576,55306,55193
misc,TSOPF-FS-b300-c1,55576,55249,54648,56447,55385,55385
misc,TSOPF-FS-b300-c2,75396,66438,65621,67878,66648,66558
misc,TSOPF-FS-b39-c19,80523,78885,78876,79212,79053,79053
misc,TSOPF-FS-b39-c30,124671,122977,122956,124671,123036,123036
misc,TSOPF-FS-b39-c7,30972,30803,30803,30945,30934,30934
misc,TSOPF-FS-b9-c6,15213,15213,15213,15220,15220,15220
misc,TSOPF-RS-b162-c1,10775,10727,10727,10971,10971,10971
misc,TSOPF-RS-b162-c3,20191,20145,20144,20174,20171,20171
misc,TSOPF-RS-b162-c4,25148,25098,25097,25089,25083,25083
misc,TSOPF-RS-b300-c1,30687,29996,29648,30516,30120,30120
misc,TSOPF-RS-b300-c3,89716,81889,81214,83575,82226,82201
misc,TSOPF-RS-b39-c19,40115,40102,40101,40109,40109,40109
misc,TSOPF-RS-b39-c30,62180,62158,62158,62173,62157,62157
misc,TSOPF-RS-b39-c7,15995,15995,15995,15995,15995,15995
misc,TSOPF-RS-b678-c1,49016,48554,48213,49016,48768,48768
misc,TSOPF-RS-b9-c6,7801,7800,7800,7802,7802,7802
misc,ts-palko,94726,93977,93794,94166,94129,94129
misc,tsyl201,31318,31226,31212,31318,31317,31317
misc,tube1,26003,25951,25936,26086,26086,26086
misc,tube2,25898,25847,25840,26385,26385,26385
misc,tuma1,24598,24592,24591,24609,24609,24609
misc,tuma2,14059,14057,14053,14079,14079,14079
misc,turon-m,200529,199910,199496,208738,200211,200211
misc,twotone,148851,148528,148208,148867,148823,148823
misc,ulevimin,61141,61040,60960,61181,61181,61181
misc,us04,32028,32028,32028,32052,32052,32052
misc,usroads,130443,130425,130409,130444,130444,130444
misc,usroads-48,127425,127412,127390,127414,127414,127414
misc,utm1700b,2906,2906,2906,2916,2916,2916
misc,utm3060,4758,4758,4758,4782,4782,4782
misc,utm5940,8213,8213,8213,8264,8264,8264
misc,vanbody,55411,55163,55127,56232,55371,55371
misc,venkat01,68200,68100,68100,68493,68108,68108
misc,venkat25,68196,68079,68079,68188,68152,68152
