Family,Instance Name,with-VBGS,,,without-VBGS,,
misc,venkat50,68196,68096,68096,68493,68196,68196
misc,venturiLevel3,1454948,1454895,1454865,1454944,1454901,1454870
misc,vfem,110223,109143,108468,109489,108854,108854
misc,vibrobox,18959,18957,18957,19004,19004,19004
misc,viscoplastic1,5833,5833,5831,6064,6064,6064
misc,viscoplastic2,36944,36556,36446,37252,37252,37252
misc,viscorocks,43056,43056,43052,43597,43541,43541
misc,wang1,4394,4394,4394,4442,4442,4442
misc,wang2,4416,4416,4416,4469,4469,4469
misc,wang3,32828,32828,32828,32850,32850,32850
misc,wang4,32378,32319,32319,32471,32471,32471
misc,water-tank,82460,77153,77044,77817,77318,77318
misc,wathen100,34018,34008,33992,34127,34115,34115
misc,wathen120,40434,40390,40378,40617,40569,40569
misc,watson-1,590011,590008,590008,590011,590008,590008
misc,watson-2,1032849,1031528,1031527,1032849,1031528,1031527
misc,watt-1,2834,2834,2834,2895,2895,2895
misc,watt-2,2877,2877,2877,2930,2930,2930
misc,wave,183818,181902,181062,183738,181618,181591
misc,waveguide3D,26346,26178,26178,26226,26226,26226
misc,wb-cs-stanford,10516,10452,10451,10623,10623,10623
misc,web-BerkStan,47382,47250,47202,47097,47097,47097
misc,web-NotreDame,342743,337123,336855,338277,337103,337056
misc,web-Stanford,328371,302923,300556,310132,309461,300850
misc,wikiconflict,189440,189310,165375,180729,169916,165890
misc,wikipedia-link-de,770406,770220,691020,770406,696286,689500
misc,wikipedia-link-fr,662914,662605,595739,662902,604149,596725
misc,wikisigned-k2,204809,204595,197815,201615,197289,194353
misc,wiki-Talk,2602107,2601934,2596468,2602116,2601971,2601886
misc,wordnet-words,97166,92718,91056,94360,92436,92436
misc,youtube-groupmemberships,75420,72279,68451,74379,71840,71840
misc,youtube-links,248873,243821,241615,244657,243367,242472
misc,youtube-u-growth,343612,343572,343549,343612,343550,343548
misc,zhishi-baidu-relatedpages,461344,461344,446681,450780,449069,446442
misc,zhishi-zhwiki-internallink,2654296,2654292,2483412,2654296,2654292,2483412
misc_big,aff-amazon-copurchases,559320,559103,519188,527417,527367,520722
misc_big,aff-delicious-url-tag,1228727,1228719,1225019,1228721,1228721,1224172
misc_big,aff-flickr-user-groups,1085385,1085385,1084294,1085385,1085385,1084987
misc_big,aff-wiki-wordbypage,379490,379489,379489,379490,379490,379490
misc_big,af-shell1,370641,357325,357117,370641,357225,357155
misc_big,amazon0312,551150,551150,516743,523387,523341,516180
misc_big,amazon0505,560283,560283,529591,560254,534750,527774
misc_big,amazon0601,558050,558050,522125,528975,528914,521012
misc_big,amazon-2008,976976,976976,919663,976976,925461,918130
misc_big,apache2,745783,745611,745595,745783,745694,745694
misc_big,ASIC-320k,339728,332616,332490,339728,332773,332773
misc_big,ASIC-680ks,689862,688573,688475,688964,688538,688440
misc_big,atmosmodd,390601,390547,390247,390606,390454,390447
misc_big,atmosmodj,390206,390013,389963,390215,390116,390116
misc_big,auto,512273,498459,496878,512221,498502,497144
misc_big,barrier2-1,142254,139951,139894,142055,140495,139798
misc_big,barrier2-10,145133,142872,142747,145135,142816,142792
misc_big,barrier2-11,145864,142902,142686,145864,142932,142750
misc_big,barrier2-12,145550,142894,142745,145575,142961,142796
misc_big,barrier2-2,141833,139938,139825,141844,139919,139910
misc_big,barrier2-3,141687,139961,139898,141687,139969,139908
misc_big,barrier2-4,140955,140004,139824,140994,139928,139907
misc_big,barrier2-9,145461,142924,142659,145460,142958,142854
misc_big,bibd-19-9,100267,100250,100250,100267,100267,100267
misc_big,bibd-20-10,193870,193811,193809,193870,193815,193815
misc_big,bibd-22-8,329977,329959,329959,329977,329977,329966
misc_big,boneS01,153054,146820,146583,148682,146887,146887
misc_big,ch7-9-b5,1295639,1295639,1278487,1288027,1288027,1279591
misc_big,ch8-8-b5,1697384,1697384,1662130,1669850,1669684,1662694
misc_big,cnr-2000,339793,335998,335879,339793,336027,335818
misc_big,consph,120708,112624,111810,120596,112790,112413
misc_big,delaunay-n20,1065236,1062358,1061693,1065236,1062147,1061782
misc_big,ecology1,1017028,1014971,1014597,1017028,1014986,1014802
misc_big,ecology2,1017114,1014644,1014338,1017114,1014704,1014562
misc_big,engine,157932,157721,157541,162224,157809,157809
misc_big,F2,93687,88883,88837,91845,88884,88876
misc_big,fcondp2,233645,228066,227484,232552,229898,227850
misc_big,fullb,235391,227789,227177,231700,231692,228203
misc_big,Ga10As10H30,224186,223681,213633,224166,223756,215987
misc_big,Ga3As3H12,129291,129245,128832,129290,129288,129288
misc_big,gearbox,178765,169054,169029,171757,169124,168944
misc_big,GL7d15,2567186,2567186,2214312,2567186,2567186,2218104
misc_big,GL7d23,1307432,1307432,1059597,1307429,1086207,1061773
misc_big,gupta3,54962,54379,53324,54937,54932,54006
misc_big,halfb,259139,252937,252691,259153,256247,253268
misc_big,IMDB,1612072,1612072,1494337,1612072,1612072,1497816
misc_big,in-2004,315320,314946,308101,315335,315335,307776
misc_big,kron-g500-logn17,381785,381646,381550,381647,381647,381639
misc_big,kron-g500-logn18,524909,524904,524860,524909,524909,524905
misc_big,largebasis,522281,521736,521736,522281,521748,521748
misc_big,matrix-new-3,152572,152452,152440,152572,152535,152535
misc_big,mip1,92046,87526,87370,91056,87604,87516
misc_big,misc-IMDB-bi,1604191,1603768,1496099,1604191,1604191,1498724
misc_big,pattern1,56781,56530,55563,56781,56780,56780
misc_big,pkustk11,111003,105948,105780,106320,106020,106020
misc_big,pkustk12,114694,108177,108177,108850,108149,108146
misc_big,pkustk13,116406,111311,111149,115383,111354,111336
misc_big,pkustk14,199433,188898,188354,190652,188946,188388
misc_big,rail4284,462517,462199,461409,462516,462243,461734
misc_big,rgg-n-2-19-s0,536416,533877,533196,536416,533887,533632
misc_big,rgg-n-2-20-s0,1067028,1067028,1063066,1067028,1067028,1063063
misc_big,ship-003,156858,149594,149000,152084,149636,149438
misc_big,shipsec1,169684,161976,161640,164568,162940,162036
misc_big,shipsec8,141867,134819,134634,137019,134824,134824
misc_big,Si34H36,199911,199766,189566,199876,199084,189045
misc_big,Si87H76,379144,378766,339347,344503,344502,340142
misc_big,SiO2,277409,277351,259992,265791,264517,260369
misc_big,sls,1687092,1687028,1686953,1687075,1687062,1687062
misc_big,stat96v2,989285,989107,989056,989285,989085,989056
misc_big,stat96v3,1150760,1150499,1150482,1150760,1150593,1150480
misc_big,stormG2-1000,1913410,1912043,1911995,1912187,1912139,1912008
misc_big,t2em,936649,935497,935167,936649,935482,935348
misc_big,TF19,1411201,1411201,1337590,1411201,1349376,1338408
misc_big,thermomech-dK,214993,212994,212842,214993,212976,212976
misc_big,tmt-sym,740567,739756,739121,740567,739648,739396
misc_big,tp-6,548875,547508,547121,548889,547379,547305
misc_big,troll,245984,239859,239181,242851,242809,239767
misc_big,TSOPF-RS-b300-c2,51869,41885,41773,42307,41899,41885
misc_big,webbase-1M,1015237,1009370,1008643,1010057,1009566,1008699
misc_big,web-Google,932122,932122,909143,912809,912336,909180
power,power-US-Grid,5269,5260,5260,5302,5302,5302
rec,rec-amazon,92358,92356,92354,92359,92359,92359
rec,rec-amz-Amazon-Instant-Video,490363,485628,484748,488139,485986,484767
rec,rec-amz-Automotive,1341246,1340952,1331548,1341246,1341246,1333333
rec,rec-amz-Baby,729859,729413,722661,729859,729627,723971
rec,rec-amz-Beauty,1767393,1767185,1762492,1767393,1767393,1765438
rec,rec-amz-CDs-and-Vinyl,2706381,2706379,2574083,2706381,2706379,2577761
rec,rec-amz-Cell-Phones-and-Acc,2916862,2916832,2904664,2916862,2916862,2908294
rec,rec-amz-Clothing-Shoes-Jewelry,5192871,5192867,5175857,5192871,5192867,5175857
rec,rec-amz-Digital-Music,823474,823221,810151,823474,817683,809118
rec,rec-amz-Grocery-Gourmet-Food,1124253,1124128,1121381,1124253,1124253,1120785
rec,rec-amz-Health-Personal-Care,2496725,2496671,2494139,2496725,2496725,2478746
rec,rec-amz-Home-and-Kitchen,3502791,3502781,3502751,3502791,3502791,3491962
rec,rec-amz-Movies-and-TV,2859791,2859788,2844061,2859791,2859791,2851636
rec,rec-amz-Musical-Instruments,477340,476812,470502,477340,474814,470430
rec,rec-amz-Office-Products,1156779,1156765,1153718,1156779,1156779,1151602
rec,rec-amz-Patio-Lawn-Garden,927739,927593,921945,927739,927563,922168
rec,rec-amz-Pet-Supplies,1012523,1012445,1004139,1012523,1012257,1010092
rec,rec-amz-Sports-and-Outdoors,2925429,2925427,2896058,2925429,2925429,2898500
rec,rec-amz-Tools-Home-Improve,1741647,1741449,1737930,1741647,1741647,1729457
rec,rec-amz-Toys-and-Games,2006831,2006595,1980587,2006831,2006831,1982348
rec,rec-amz-Video-Games,1039920,1039920,1017522,1039936,1028458,1017377
rec,rec-eachmovie,118110,117657,112455,118110,116569,112210
rec,rec-github,205466,205029,204637,205391,204849,204832
rec,rec-movielens,281066,281064,280874,281065,281065,281065
rec,rec-movielens-tag-movies-10m,36618,35141,34116,36660,36660,36660
rec,rec-movielens-user-movies-10m,19267,19205,19205,19692,19692,19692
rec,rec-yelp-user-business,102975,102562,102343,102560,101764,101764
road,road-belgium-osm,1443157,1443116,1443112,1443157,1443113,1443111
road,road-euroroad,1372,1372,1372,1383,1383,1383
road,road-luxembourg-osm,115009,115007,115006,115008,115008,115008
road,road-minnesota,2925,2925,2925,2935,2935,2935
road,road-roadNet-PA,1091915,1091675,1091604,1091915,1091666,1091607
road,road-usroads,130446,130428,130402,130444,130444,130444
road,road-usroads-48,127421,127411,127390,127428,127427,127427
rt,rt-higgs,508604,508020,502089,508605,504936,499188
rt,rt-retweet-crawl,1605539,1605489,1448537,1605539,1605539,1450550
sc,sc-nasasrb,65556,65170,65137,65569,65157,65157
sc,sc-pkustk11,111003,105984,105780,106320,106032,106032
sc,sc-pkustk13,115868,111282,111195,115394,111401,111368
sc,sc-pwtk,243926,238959,238835,243926,238947,238905
sc,sc-shipsec1,171232,162882,162553,165063,162831,162748
sc,sc-shipsec5,214963,205534,204656,207842,205584,205035
soc,fb-pages-artist,134746,134414,128413,133221,133212,126655
soc,fb-pages-company,22112,21335,21065,22285,22285,22285
soc,fb-pages-government,15439,15234,15200,15225,15225,15225
soc,fb-pages-media,56887,54816,52233,56206,54683,54683
soc,fb-pages-politician,9295,9278,9278,9390,9390,9390
soc,fb-pages-public-figure,21058,20215,19914,21008,21008,21008
soc,fb-pages-sport,24997,23955,23641,24982,24982,24982
soc,fb-pages-tvshow,5200,5177,5170,5326,5326,5326
soc,soc-academia,372387,372174,340742,345127,345118,336271
soc,soc-anybeat,20623,19985,19897,20530,20530,20530
soc,soc-BlogCatalog,224237,224230,224213,224237,224237,224146
soc,soc-brightkite,89699,86573,84117,89811,85866,85866
soc,soc-buzznet,309414,306733,300148,309414,309414,301121
soc,soc-catster,354311,354311,347316,354235,354231,348988
soc,soc-delicious,710904,710012,670966,710967,674639,667206
soc,soc-digg,1231767,1231767,1196215,1231767,1231767,1229068
soc,soc-dogster,1074577,1074577,1003521,1074406,1073881,1003151
soc,soc-douban,236144,225887,222682,228997,226385,224097
soc,soc-epinions,45231,45147,45147,45231,45231,45231
soc,soc-flickr,753083,753049,749543,753078,753049,749599
soc,soc-FourSquare,899067,899002,894578,899066,898944,896192
soc,soc-gemsec-HR,140636,128960,123594,129358,126986,126107
soc,soc-gemsec-HU,106512,96889,92059,99774,97108,97108
soc,soc-gemsec-RO,67098,65674,63345,67138,66763,66763
soc,soc-gowalla,310052,309566,290774,294128,293907,287087
soc,soc-gplus,25073,25001,24957,25130,25130,25130
soc,soc-hamsterster,5012,5012,5012,4998,4998,4998
soc,soc-LiveMocha,382684,382651,382501,382682,382682,382682
soc,soc-loc-brightkite,91470,88437,85739,89532,87479,87479
soc,soc-myspace,1825046,1825046,1718539,1825046,1825046,1719167
soc,soc-sign-bitcoinalpha,6832,6690,6690,7245,7245,7245
soc,soc-sign-bitcoinotc,9992,9716,9643,10574,10574,10574
soc,soc-slashdot,149129,148828,148665,149132,148818,148818
soc,soc-slashdot-trust-all,175028,174826,174792,175216,174847,174847
soc,soc-slashdot-zoo,174941,174753,174662,175007,174803,174803
soc,soc-themarker,210483,210426,210052,210483,210475,210475
soc,soc-twitter-follows,454875,454721,454353,454814,454642,454144
soc,soc-twitter-follows-mun,521386,521186,520823,521386,521212,520784
soc,soc-wiki-conflict,194397,193990,165584,181225,167040,166037
soc,soc-wiki-elec,20578,20569,20569,20597,20597,20597
soc,soc-youtube,760850,760676,729333,760850,760650,728765
soc,soc-youtube-snap,1490610,1490404,1449767,1490610,1490610,1450191
socfb,socfb-American75,32668,32633,32633,32683,32683,32683
socfb,socfb-Amherst41,12770,12770,12770,12793,12793,12793
socfb,socfb-Auburn71,109274,109146,108648,109278,109272,109272
socfb,socfb-Baylor93,76165,76142,76124,76165,76162,76162
socfb,socfb-BC17,59832,59825,59825,59839,59839,59839
socfb,socfb-Berkeley13,119458,119402,119089,119459,119459,119459
socfb,socfb-Bingham82,53527,53299,53054,53545,53545,53545
socfb,socfb-Bowdoin47,12644,12644,12644,12654,12654,12654
socfb,socfb-Brandeis99,20574,20574,20574,20602,20602,20602
socfb,socfb-Brown11,47715,47692,47692,47712,47711,47711
socfb,socfb-BU10,97050,97036,97034,97056,97046,97046
socfb,socfb-Bucknell39,20949,20945,20945,20962,20962,20962
socfb,socfb-Cal65,56534,56369,56369,56528,56523,56523
socfb,socfb-Carnegie49,32492,32488,32488,32508,32507,32507
socfb,socfb-CMU,32661,32568,32566,32666,32666,32666
socfb,socfb-Colgate88,19970,19966,19966,19977,19977,19977
socfb,socfb-Columbia2,57597,57582,57582,57600,57595,57595
socfb,socfb-Dartmouth6,39589,39582,39582,39599,39592,39592
socfb,socfb-Duke14,54143,54099,54023,54146,54139,54139
socfb,socfb-Emory27,39359,39232,39164,39377,39371,39371
socfb,socfb-FSU53,142033,141822,141392,141974,141878,141834
socfb,socfb-Georgetown15,50281,50275,50275,50284,50284,50284
socfb,socfb-GWU54,62117,62068,61957,62116,62113,62113
socfb,socfb-Hamilton46,13652,13652,13652,13668,13668,13668
socfb,socfb-Harvard1,81083,81070,81070,81083,81080,81080
socfb,socfb-Haverford76,9148,9148,9148,9155,9155,9155
socfb,socfb-Howard90,25680,25679,25679,25688,25688,25688
socfb,socfb-Indiana,162581,162522,161995,162582,162579,162579
socfb,socfb-Indiana69,161380,161319,160810,161375,161374,161374
socfb,socfb-JMU79,75343,75258,75024,75350,75347,75347
socfb,socfb-JohnsHopkins55,25673,25673,25673,25681,25681,25681
socfb,socfb-Lehigh96,26732,26726,26726,26733,26733,26733
socfb,socfb-Maine59,42980,42819,42819,43009,43009,43009
socfb,socfb-Maryland58,108004,105444,101963,108004,105589,104223
socfb,socfb-Mich67,16654,16597,16581,16830,16830,16830
socfb,socfb-Michigan23,152910,152616,146889,152894,152025,150517
socfb,socfb-Middlebury45,17240,17240,17240,17254,17254,17254
socfb,socfb-Mississippi66,61110,61039,60942,61110,61099,61099
socfb,socfb-MIT,33316,33301,33301,33317,33317,33317
socfb,socfb-MIT8,33281,33253,33253,33292,33292,33292
socfb,socfb-MSU24,167331,167319,167211,167333,167330,167330
socfb,socfb-MU78,84789,84710,84563,84793,84787,84787
socfb,socfb-nips-ego,2959,2958,2958,2963,2963,2963
socfb,socfb-Northeastern19,65977,65818,65610,65990,65989,65989
socfb,socfb-Northwestern25,57352,57166,56992,57363,57345,57345
socfb,socfb-NotreDame57,68011,67970,67965,68011,68010,68010
socfb,socfb-NYU9,105111,105083,104750,105114,105114,105114
socfb,socfb-Oberlin44,15630,15580,15580,15707,15707,15707
socfb,socfb-Oklahoma97,99973,98701,95620,99974,99955,99955
socfb,socfb-Penn94,188520,188451,187922,188526,188523,188523
socfb,socfb-Pepperdine86,19888,19888,19888,19890,19890,19890
socfb,socfb-Princeton12,36432,36428,36428,36437,36435,36435
socfb,socfb-Rice31,23333,23324,23324,23334,23334,23334
socfb,socfb-Rochester38,22655,22627,22627,22722,22722,22722
socfb,socfb-Rutgers89,119233,115922,111742,118655,117295,114984
socfb,socfb-Santa74,20625,20625,20625,20635,20635,20635
socfb,socfb-Simmons81,7346,7346,7346,7430,7430,7430
socfb,socfb-Smith60,16349,16345,16345,16397,16397,16397
socfb,socfb-Stanford3,61901,61869,61859,61903,61892,61892
socfb,socfb-Swarthmore42,9924,9924,9924,9936,9936,9936
socfb,socfb-Syracuse56,70567,70531,70520,70572,70565,70565
socfb,socfb-Temple83,61070,61056,61056,61077,61077,61077
socfb,socfb-Tennessee95,93413,93208,92858,93417,93414,93414
socfb,socfb-Texas80,164145,161452,156615,164144,161532,157657
socfb,socfb-Texas84,209792,209725,209243,209795,209767,209767
socfb,socfb-Trinity100,15063,15063,15063,15080,15080,15080
socfb,socfb-Tufts18,34991,34953,34953,34993,34993,34993
socfb,socfb-Tulane29,39079,38990,38990,39102,39102,39102
socfb,socfb-UC33,81341,79621,76457,81376,79890,79757
socfb,socfb-UC61,64925,64755,64604,64932,63881,63686
socfb,socfb-UC64,29152,28919,28868,29272,29272,29272
socfb,socfb-UCF52,70517,70374,69952,70520,70504,70504
socfb,socfb-UChicago30,32644,32644,32644,32641,32640,32640
socfb,socfb-UCLA,102227,102034,101705,102248,102221,102221
socfb,socfb-UCLA26,102317,102149,101911,102317,102317,102317
socfb,socfb-UConn,91503,91387,91087,91503,91502,91502
socfb,socfb-UConn91,91213,91131,90826,91214,91213,91213
socfb,socfb-UCSB37,73503,73471,73471,73507,73496,73496
socfb,socfb-UCSC68,40530,38727,36946,40327,39869,39869
socfb,socfb-UCSD34,71659,71507,71265,71659,70007,69699
socfb,socfb-UF,186794,186680,186042,186848,185856,181518
socfb,socfb-UF21,186917,186782,186116,186917,186893,186893
socfb,socfb-UGA50,140348,138295,134949,140344,138252,136911
socfb,socfb-UIllinois,163643,163536,163023,163644,163540,163517
socfb,socfb-UIllinois20,164899,164833,164462,164899,164878,164878
socfb,socfb-UMass92,83597,83399,83058,83608,83536,83536
socfb,socfb-UNC28,101380,101335,100994,101380,101370,101370
socfb,socfb-UPenn7,80565,80416,80309,80571,80555,80555
socfb,socfb-USC35,95572,95548,95540,95572,95564,95564
socfb,socfb-USF51,57760,57381,56996,57802,57771,57771
socfb,socfb-USFCA72,12558,12558,12558,12603,12603,12603
socfb,socfb-UVA16,94339,94240,93977,94338,94317,94317
socfb,socfb-Vanderbilt48,45707,45572,45446,45712,45712,45712
socfb,socfb-Vassar85,17870,17870,17870,17888,17888,17888
socfb,socfb-Vermont70,34629,34427,34319,34672,34672,34672
socfb,socfb-Villanova62,40398,40377,40377,40399,40399,40399
socfb,socfb-Virginia63,106481,106273,105641,106492,106444,106444
socfb,socfb-Wake73,31452,31435,31435,31458,31458,31458
socfb,socfb-WashU32,42435,42424,42424,42434,42428,42428
socfb,socfb-Wellesley22,15999,15999,15999,16003,16003,16003
socfb,socfb-Wesleyan43,20075,19276,18882,20104,20104,20104
socfb,socfb-William77,35904,35883,35883,35921,35921,35921
socfb,socfb-Williams40,15733,15720,15720,15765,15765,15765
socfb,socfb-Wisconsin87,124367,124309,123775,124373,124361,124361
socfb,socfb-wosn-friends,165308,165075,158014,159745,159646,154674
socfb,socfb-Yale4,47829,47819,47819,47829,47826,47826
tech,tech-as-caida2007,30261,29911,29735,30323,30323,30323
tech,tech-internet-as,45620,45196,44845,45614,45614,45614
tech,tech-p2p-gnutella,117944,116674,113413,117971,116899,116899
tech,tech-pgp,11906,11821,11779,11981,11981,11981
tech,tech-RL-caida,234953,220457,219002,220801,219240,218701
tech,tech-routers-rf,3308,3308,3308,3401,3401,3401
tech,tech-WHOIS,12190,12174,12174,12426,12426,12426
web,web-arabic-2005,163790,163790,163784,163792,163790,163790
web,web-baidu-baike-related,461344,461344,446714,450809,449242,446549
web,web-BerkStan,12670,12666,12666,12691,12691,12691
web,web-BerkStan-dir,719289,719289,703205,705960,705781,703293
web,web-edu,3201,3201,3201,3231,3231,3231
web,web-EPA,5987,5910,5902,6312,6312,6312
web,web-frwikinews-user-edits,27502,27439,27436,27544,27544,27544
web,web-google,1546,1546,1546,1573,1573,1573
web,web-google-dir,923402,923402,908555,912431,912031,908596
web,web-indochina-2004,11784,11773,11756,11804,11804,11804
web,web-it-2004,509419,509419,509417,509420,509420,509419
web,web-NotreDame,343648,336850,336688,337809,336805,336619
web,web-sk-2005,121801,121797,121786,121814,121814,121814
web,web-spam,11063,11063,11063,11030,11030,11030
web,web-uk-2005,130065,129695,129695,129719,129695,129695
web,web-webbase-2001,16389,16377,16377,16411,16411,16411
